"","Locality","Townland","Town"
"1895",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"1896",NA,"ENAGH","LIMAVADY"
"1897",NA,"RATHBRADY MORE","LIMAVADY"
"1898",NA,"CARRAN","LIMAVADY"
"1899",NA,"ENAGH","LIMAVADY"
"1900",NA,"ENAGH","LIMAVADY"
"1901",NA,"BOVALLY","LIMAVADY"
"1902",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"1903",NA,"BOVALLY","LIMAVADY"
"1904",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"1905",NA,"ENAGH","LIMAVADY"
"1906",NA,"BOVALLY","LIMAVADY"
"1907",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"1908",NA,"RATHBRADY MORE","LIMAVADY"
"1909",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"1910",NA,"BALLYMORE","LIMAVADY"
"1911",NA,"RATHBRADY MORE","LIMAVADY"
"1912",NA,"ENAGH","LIMAVADY"
"1913",NA,"DRUMGAVENNY UPPER","LIMAVADY"
"1914",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"1915",NA,"ENAGH","LIMAVADY"
"1916",NA,"RATHBRADY MORE","LIMAVADY"
"1917",NA,"BOVALLY","LIMAVADY"
"1918",NA,"BOVALLY","LIMAVADY"
"1919",NA,"RATHBRADY MORE","LIMAVADY"
"1920",NA,"RATHBRADY MORE","LIMAVADY"
"1921",NA,"RATHBRADY MORE","LIMAVADY"
"1922",NA,"BOVALLY","LIMAVADY"
"1923",NA,"LOWER BALLYLEIGHERY","LIMAVADY"
"1924",NA,"ENAGH","LIMAVADY"
"1925",NA,"BOVALLY","LIMAVADY"
"1926",NA,"KILLYBREADY","LIMAVADY"
"1927",NA,"ENAGH","LIMAVADY"
"1928",NA,"ENAGH","LIMAVADY"
"1929",NA,"BOVALLY","LIMAVADY"
"1930",NA,"BOVALLY","LIMAVADY"
"1931",NA,"DRUMSURN LOWER","LIMAVADY"
"1932",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"1933",NA,"BOVALLY","LIMAVADY"
"1934",NA,"BOLEA","LIMAVADY"
"1935",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"1936",NA,"BOVALLY","LIMAVADY"
"1937",NA,"CARROWCLARE","LIMAVADY"
"1938",NA,"GORTNAMONEY","LIMAVADY"
"1939",NA,"ARDGARVAN","LIMAVADY"
"1940",NA,"ENAGH","LIMAVADY"
"1941",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"1942",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"1943",NA,"BALLYDARROG","LIMAVADY"
"1944",NA,"BOVALLY","LIMAVADY"
"1945",NA,"DRUMAVALLY","LIMAVADY"
"1946",NA,"OUGHTYMOYLE","LIMAVADY"
"1947",NA,"DUNCRUN","LIMAVADY"
"1948",NA,"CLAGAN","LIMAVADY"
"1949",NA,"GORTNAMONEY","LIMAVADY"
"1950",NA,"GORTNAMONEY","LIMAVADY"
"1951",NA,"GORTNAMONEY","LIMAVADY"
"1952",NA,"GLACK","LIMAVADY"
"1953",NA,"COOLESSAN","LIMAVADY"
"1954",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"1955",NA,"RATHBRADY MORE","LIMAVADY"
"1956",NA,"RATHBRADY MORE","LIMAVADY"
"1957",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"1958",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"1959",NA,"RATHBRADY MORE","LIMAVADY"
"1960",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"1961",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"1962",NA,"COOLESSAN","LIMAVADY"
"1963",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"1964",NA,"BOVALLY","LIMAVADY"
"1965",NA,"CARRAN","LIMAVADY"
"1966",NA,"ENAGH","LIMAVADY"
"1967",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"1968",NA,"RATHBRADY MORE","LIMAVADY"
"1969",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"1970",NA,"LARGY","LIMAVADY"
"1971",NA,"COOLESSAN","LIMAVADY"
"1972",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"1973",NA,"RATHBRADY MORE","LIMAVADY"
"1974",NA,"ENAGH","LIMAVADY"
"1975",NA,"COOLESSAN","LIMAVADY"
"1976",NA,"ENAGH","LIMAVADY"
"1977",NA,"RATHBRADY MORE","LIMAVADY"
"1978",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"1979",NA,"RATHBRADY MORE","LIMAVADY"
"1980",NA,"FARLOW","LIMAVADY"
"1981",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"1982",NA,"ENAGH","LIMAVADY"
"1983",NA,"BOVALLY","LIMAVADY"
"1984",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"1985",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"1986",NA,"ENAGH","LIMAVADY"
"1987",NA,"BOVALLY","LIMAVADY"
"1988",NA,"BOVALLY","LIMAVADY"
"1989",NA,"BOVALLY","LIMAVADY"
"1990",NA,"BOVALLY","LIMAVADY"
"1991",NA,"BOVALLY","LIMAVADY"
"1992",NA,"BOVALLY","LIMAVADY"
"1993",NA,"RATHBRADY MORE","LIMAVADY"
"1994",NA,"ENAGH","LIMAVADY"
"1995",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"1996",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"1997",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"1998",NA,"BOVALLY","LIMAVADY"
"1999",NA,"BOVALLY","LIMAVADY"
"2000",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2001",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2002",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2003",NA,"BOVALLY","LIMAVADY"
"2004",NA,"ENAGH","LIMAVADY"
"2005",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2006",NA,"RATHBRADY MORE","LIMAVADY"
"2007",NA,"MULLAGH","LIMAVADY"
"2008",NA,"BOVALLY","LIMAVADY"
"2009",NA,"MOYS","LIMAVADY"
"2010",NA,"DRUMSURN LOWER","LIMAVADY"
"2011",NA,"LARGY","LIMAVADY"
"2012",NA,"MAINE SOUTH","LIMAVADY"
"2013",NA,"DRUMSURN UPPER","LIMAVADY"
"2014",NA,"CARRAN","LIMAVADY"
"2015","FRUITHILL","KILLANE","LIMAVADY"
"2016",NA,"COOLESSAN","LIMAVADY"
"2017",NA,"COOLESSAN","LIMAVADY"
"2018",NA,"BOVALLY","LIMAVADY"
"2019",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2020",NA,"GLACK","LIMAVADY"
"2021",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2022",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2023",NA,"ENAGH","LIMAVADY"
"2024",NA,"BALLYRISK BEG","LIMAVADY"
"2025",NA,"RATHBRADY MORE","LIMAVADY"
"2026",NA,"ENAGH","LIMAVADY"
"2027",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2028",NA,"BOVALLY","LIMAVADY"
"2029",NA,"BALLYMACLARY","LIMAVADY"
"2030","AGHANLOO INDUSTRIAL ESTATE","ARTIKELLY","LIMAVADY"
"2031",NA,"BALLYMORE","LIMAVADY"
"2032",NA,"COOLESSAN","LIMAVADY"
"2033",NA,"COOLESSAN","LIMAVADY"
"2034",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2035",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2036",NA,"RATHBRADY MORE","LIMAVADY"
"2037",NA,"COOLESSAN","LIMAVADY"
"2038",NA,"ARDMORE","LIMAVADY"
"2039",NA,"OUGHTYMOYLE","LIMAVADY"
"2040",NA,"DRUMNAHAY","LIMAVADY"
"2041",NA,"GLACK","LIMAVADY"
"2042",NA,"DERRY BEG","LIMAVADY"
"2043",NA,"BROHARRIS","LIMAVADY"
"2044",NA,"ENAGH","LIMAVADY"
"2045",NA,"GLENKEEN","LIMAVADY"
"2046",NA,"DEER PARK","LIMAVADY"
"2047",NA,"RATHBRADY MORE","LIMAVADY"
"2048",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2049",NA,"ENAGH","LIMAVADY"
"2050",NA,"COOLESSAN","LIMAVADY"
"2051",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2052",NA,"BOVALLY","LIMAVADY"
"2053",NA,"BOVALLY","LIMAVADY"
"2054",NA,"BOVALLY","LIMAVADY"
"2055",NA,"BOVALLY","LIMAVADY"
"2056",NA,"BOVALLY","LIMAVADY"
"2057",NA,"BOVALLY","LIMAVADY"
"2058",NA,"BOVALLY","LIMAVADY"
"2059",NA,"BALLYCRUM","LIMAVADY"
"2060",NA,"BALLYCRUM","LIMAVADY"
"2061",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2062",NA,"ARDGARVAN","LIMAVADY"
"2063",NA,"DRUMMOND","LIMAVADY"
"2064",NA,"TERRYDRUM","LIMAVADY"
"2065",NA,"BOVALLY","LIMAVADY"
"2066",NA,"ENAGH","LIMAVADY"
"2067",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2068",NA,"GORTNAMONEY","LIMAVADY"
"2069",NA,"RATHBRADY MORE","LIMAVADY"
"2070",NA,"ENAGH","LIMAVADY"
"2071",NA,"BALLYMORE","LIMAVADY"
"2072",NA,"CLAGAN","LIMAVADY"
"2073",NA,"RATHBRADY MORE","LIMAVADY"
"2074",NA,"RATHBRADY MORE","LIMAVADY"
"2075",NA,"SHANVEY","LIMAVADY"
"2076",NA,"DRUMALIEF","LIMAVADY"
"2077",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2078",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2079",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2080",NA,"BOVALLY","LIMAVADY"
"2081",NA,"BOVALLY","LIMAVADY"
"2082",NA,"BALLYMULTIMBER","LIMAVADY"
"2083",NA,"OUGHTYMOYLE","LIMAVADY"
"2084",NA,"AUGHIL","LIMAVADY"
"2085","FRUITHILL","GRANNAGH","LIMAVADY"
"2086",NA,"GORTNAMONEY","LIMAVADY"
"2087",NA,"GORTNAMONEY","LIMAVADY"
"2088",NA,"GORTNAMONEY","LIMAVADY"
"2089",NA,"ENAGH","LIMAVADY"
"2090",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2091",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2092",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2093",NA,"RATHBRADY MORE","LIMAVADY"
"2094",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2095",NA,"ENAGH","LIMAVADY"
"2096",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2097",NA,"ENAGH","LIMAVADY"
"2098",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2099",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2100",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2101",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2102",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2103",NA,"ENAGH","LIMAVADY"
"2104",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2105",NA,"RATHBRADY MORE","LIMAVADY"
"2106",NA,"CARRAN","LIMAVADY"
"2107",NA,"COOLESSAN","LIMAVADY"
"2108",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2109",NA,"RATHBRADY MORE","LIMAVADY"
"2110",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2111",NA,"ENAGH","LIMAVADY"
"2112",NA,"ENAGH","LIMAVADY"
"2113",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2114",NA,"ENAGH","LIMAVADY"
"2115",NA,"RATHBRADY MORE","LIMAVADY"
"2116",NA,"CARRAN","LIMAVADY"
"2117",NA,"BOVALLY","LIMAVADY"
"2118",NA,"BOVALLY","LIMAVADY"
"2119",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2120",NA,"GORTNARNEY","LIMAVADY"
"2121",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2122",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2123",NA,"COOLESSAN","LIMAVADY"
"2124",NA,"EDENMORE","LIMAVADY"
"2125",NA,"BOVALLY","LIMAVADY"
"2126",NA,"CARRAN","LIMAVADY"
"2127",NA,"ARDGARVAN","LIMAVADY"
"2128",NA,"COOLESSAN","LIMAVADY"
"2129",NA,"COOLESSAN","LIMAVADY"
"2130",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2131",NA,"BOVALLY","LIMAVADY"
"2132",NA,"BOVALLY","LIMAVADY"
"2133",NA,"ENAGH","LIMAVADY"
"2134",NA,"BOVALLY","LIMAVADY"
"2135",NA,"BOVALLY","LIMAVADY"
"2136",NA,"RATHBRADY MORE","LIMAVADY"
"2137",NA,"RATHBRADY MORE","LIMAVADY"
"2138",NA,"ENAGH","LIMAVADY"
"2139",NA,"ENAGH","LIMAVADY"
"2140",NA,"LARGYREAGH","LIMAVADY"
"2141",NA,"BOVALLY","LIMAVADY"
"2142",NA,"BOVALLY","LIMAVADY"
"2143",NA,"BOVALLY","LIMAVADY"
"2144",NA,"ENAGH","LIMAVADY"
"2145",NA,"KILHOYLE","LIMAVADY"
"2146",NA,"DRUMSURN LOWER","LIMAVADY"
"2147",NA,"BALLYQUIN","LIMAVADY"
"2148",NA,"DRUMSURN UPPER","LIMAVADY"
"2149",NA,"BURNALLY","LIMAVADY"
"2150",NA,"RATHBRADY MORE","LIMAVADY"
"2151",NA,"CARRAN","LIMAVADY"
"2152",NA,"GLACK","LIMAVADY"
"2153",NA,"BOVALLY","LIMAVADY"
"2154",NA,"KILLANE","LIMAVADY"
"2155",NA,"BOVALLY","LIMAVADY"
"2156",NA,"DRUMAVALLY","LIMAVADY"
"2157",NA,"TERRYDREMONT SOUTH","LIMAVADY"
"2158","AGHANLOO INDUSTRIAL ESTATE","ARTIKELLY","LIMAVADY"
"2159",NA,"RATHBRADY MORE","LIMAVADY"
"2160",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2161",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2162",NA,"BOVALLY","LIMAVADY"
"2163",NA,"WALWORTH","LIMAVADY"
"2164",NA,"BALLYHENRY EAST","LIMAVADY"
"2165",NA,"RATHBRADY MORE","LIMAVADY"
"2166",NA,"BOVALLY","LIMAVADY"
"2167",NA,"DERRY MORE","LIMAVADY"
"2168",NA,"RATHBRADY MORE","LIMAVADY"
"2169",NA,"BALLYQUIN","LIMAVADY"
"2170",NA,"RATHBRADY MORE","LIMAVADY"
"2171",NA,"ENAGH","LIMAVADY"
"2172",NA,"BOVALLY","LIMAVADY"
"2173",NA,"CARRAN","LIMAVADY"
"2174",NA,"LARGY","LIMAVADY"
"2175",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2176",NA,"ENAGH","LIMAVADY"
"2177",NA,"BOVALLY","LIMAVADY"
"2178",NA,"BALLYMORE","LIMAVADY"
"2179",NA,"FARLOW","LIMAVADY"
"2180",NA,"CARROWMUDDLE","LIMAVADY"
"2181","NEWTOWN LIMAVADY","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2182",NA,"BOVALLY","LIMAVADY"
"2183",NA,"BOVALLY","LIMAVADY"
"2184",NA,"CARRAN","LIMAVADY"
"2185",NA,"DRUMAVALLY","LIMAVADY"
"2186",NA,"BOVALLY","LIMAVADY"
"2187",NA,"GLACK","LIMAVADY"
"2188",NA,"LISNAKILLY","LIMAVADY"
"2189",NA,"BOVALLY","LIMAVADY"
"2190",NA,"BOVALLY","LIMAVADY"
"2191",NA,"KILLANE","LIMAVADY"
"2192",NA,"BOVALLY","LIMAVADY"
"2193",NA,"BALLYCRUM","LIMAVADY"
"2194",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2195",NA,"MYROE LEVEL (INTAKE)","LIMAVADY"
"2196",NA,"RATHBRADY MORE","LIMAVADY"
"2197",NA,"TERRYDREMONT NORTH","LIMAVADY"
"2198",NA,"CARROWCLARE","LIMAVADY"
"2199",NA,"ENAGH","LIMAVADY"
"2200",NA,"BOVALLY","LIMAVADY"
"2201",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2202",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2203",NA,"CARRAN","LIMAVADY"
"2204",NA,"ENAGH","LIMAVADY"
"2205",NA,"BOVALLY","LIMAVADY"
"2206",NA,"BOVALLY","LIMAVADY"
"2207",NA,"BOVALLY","LIMAVADY"
"2208",NA,"DRUMSURN LOWER","LIMAVADY"
"2209",NA,"CARRAN","LIMAVADY"
"2210",NA,"SESNAGH","LIMAVADY"
"2211",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2212",NA,"BOVALLY","LIMAVADY"
"2213",NA,"ENAGH","LIMAVADY"
"2214",NA,"BROIGHTER","LIMAVADY"
"2215",NA,"CULMORE LOWER","LIMAVADY"
"2216",NA,"DRUMMOND","LIMAVADY"
"2217",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2218",NA,"DUNCRUN","LIMAVADY"
"2219",NA,"BENONE","LIMAVADY"
"2220",NA,"CLOONEY","LIMAVADY"
"2221",NA,"CLOONEY","LIMAVADY"
"2222",NA,"BENONE","LIMAVADY"
"2223",NA,"CARROWCLARE","LIMAVADY"
"2224",NA,"CARROWCLARE","LIMAVADY"
"2225","FRUITHILL","BALLYCASTLE","LIMAVADY"
"2226",NA,"SHANVEY","LIMAVADY"
"2227",NA,"GLACK","LIMAVADY"
"2228",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2229",NA,"DEER PARK","LIMAVADY"
"2230",NA,"CARRAN","LIMAVADY"
"2231",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2232",NA,"RATHBRADY MORE","LIMAVADY"
"2233",NA,"ENAGH","LIMAVADY"
"2234",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2235",NA,"ENAGH","LIMAVADY"
"2236",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2237",NA,"ENAGH","LIMAVADY"
"2238",NA,"CARRAN","LIMAVADY"
"2239",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2240",NA,"CARRAN","LIMAVADY"
"2241",NA,"DRUMACARNEY","LIMAVADY"
"2242",NA,"CULMORE UPPER","LIMAVADY"
"2243",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2244",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2245",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2246",NA,"DROMORE","LIMAVADY"
"2247",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2248",NA,"BOVALLY","LIMAVADY"
"2249",NA,"ENAGH","LIMAVADY"
"2250",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2251",NA,"DEER PARK","LIMAVADY"
"2252",NA,"BOVALLY","LIMAVADY"
"2253",NA,"CARRAN","LIMAVADY"
"2254",NA,"BOVALLY","LIMAVADY"
"2255",NA,"ENAGH","LIMAVADY"
"2256",NA,"RATHBRADY MORE","LIMAVADY"
"2257",NA,"COOLESSAN","LIMAVADY"
"2258",NA,"ENAGH","LIMAVADY"
"2259",NA,"BOVALLY","LIMAVADY"
"2260",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2261",NA,"RATHBRADY MORE","LIMAVADY"
"2262",NA,"BOVALLY","LIMAVADY"
"2263",NA,"CLAGAN","LIMAVADY"
"2264",NA,"BOVALLY","LIMAVADY"
"2265",NA,"SESNAGH","LIMAVADY"
"2266","BOVALLY","BOVALLY","LIMAVADY"
"2267",NA,"BOVALLY","LIMAVADY"
"2268",NA,"GLENKEEN","LIMAVADY"
"2269","BOVALLY","BOVALLY","LIMAVADY"
"2270",NA,"ARDGARVAN","LIMAVADY"
"2271",NA,"ENAGH","LIMAVADY"
"2272",NA,"BOVALLY","LIMAVADY"
"2273",NA,"CARRAN","LIMAVADY"
"2274",NA,"DRUMSURN LOWER","LIMAVADY"
"2275",NA,"DRUMSURN LOWER","LIMAVADY"
"2276",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2277",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2278",NA,"CARROWCLARE","LIMAVADY"
"2279",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2280","AGHANLOO INDUSTRIAL ESTATE","ARTIKELLY","LIMAVADY"
"2281",NA,"LENAMORE","LIMAVADY"
"2282",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2283",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2284","NEWTOWN LIMAVADY","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2285","NEWTOWN LIMAVADY","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2286","NEWTOWN LIMAVADY","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2287",NA,"BOVALLY","LIMAVADY"
"2288",NA,"BOVALLY","LIMAVADY"
"2289",NA,"LOWER BALLYLEIGHERY","LIMAVADY"
"2290",NA,"RATHBRADY MORE","LIMAVADY"
"2291",NA,"DRUMGAVENNY UPPER","LIMAVADY"
"2292",NA,"ARDINARIVE","LIMAVADY"
"2293",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2294",NA,"CARRAN","LIMAVADY"
"2295",NA,"DUNCRUN","LIMAVADY"
"2296",NA,"DROMORE","LIMAVADY"
"2297",NA,"DRUMMOND","LIMAVADY"
"2298",NA,"RATHBRADY MORE","LIMAVADY"
"2299",NA,"OUGHTYMOYLE","LIMAVADY"
"2300","NEWTOWN LIMAVADY","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2301",NA,"LENAMORE","LIMAVADY"
"2302",NA,"BOVALLY","LIMAVADY"
"2303",NA,"COOLESSAN","LIMAVADY"
"2304",NA,"CLOONEY","LIMAVADY"
"2305",NA,"BALLYMACLARY","LIMAVADY"
"2306",NA,"ENAGH","LIMAVADY"
"2307",NA,"CORNDALE UPPER","LIMAVADY"
"2308","FRUITHILL","STREEVE","LIMAVADY"
"2309",NA,"BOVALLY","LIMAVADY"
"2310",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2311",NA,"DEER PARK","LIMAVADY"
"2312",NA,"CARRAN","LIMAVADY"
"2313",NA,"ENAGH","LIMAVADY"
"2314",NA,"RATHBRADY MORE","LIMAVADY"
"2315",NA,"BALLYMORE","LIMAVADY"
"2316",NA,"BOVALLY","LIMAVADY"
"2317",NA,"WALWORTH","LIMAVADY"
"2318",NA,"BOVALLY","LIMAVADY"
"2319",NA,"BOVALLY","LIMAVADY"
"2320",NA,"EDENMORE","LIMAVADY"
"2321",NA,"DERRY MORE","LIMAVADY"
"2322",NA,"ENAGH","LIMAVADY"
"2323",NA,"BALLYMULLY","LIMAVADY"
"2324",NA,"CARRAN","LIMAVADY"
"2325",NA,"RATHBRADY MORE","LIMAVADY"
"2326",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2327",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2328",NA,"DRUMAVALLY","LIMAVADY"
"2329",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2330",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2331",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2332",NA,"ENAGH","LIMAVADY"
"2333",NA,"ENAGH","LIMAVADY"
"2334",NA,"GLACK","LIMAVADY"
"2335","AGHANLOO INDUSTRIAL ESTATE","ARTIKELLY","LIMAVADY"
"2336",NA,"GORTNAMONEY","LIMAVADY"
"2337",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2338",NA,"LENAMORE","LIMAVADY"
"2339",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2340",NA,"MOYS","LIMAVADY"
"2341",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2342",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2343",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2344",NA,"BOVALLY","LIMAVADY"
"2345",NA,"RATHBRADY MORE","LIMAVADY"
"2346",NA,"ENAGH","LIMAVADY"
"2347","BOVALLY","BOVALLY","LIMAVADY"
"2348",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2349",NA,"ENAGH","LIMAVADY"
"2350",NA,"DRUMSURN UPPER","LIMAVADY"
"2351",NA,"GLACK","LIMAVADY"
"2352",NA,"DRUMADREEN","LIMAVADY"
"2353",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"2354",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
